DESTINI_ID,Stone_ID,Deposit_ID,Location_Specific,Stone_ID,Stone_Type,Provenance_1,Colour,Deposit_ID,Deposit,Lower_Date,Upper_Date,Archaeological_Context
5769,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5770,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5771,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5772,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5773,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5774,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5775,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5776,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5777,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5778,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5779,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5780,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5781,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5782,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5783,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5784,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5785,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5786,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5787,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5788,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5789,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5790,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5791,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5792,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5793,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5794,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5795,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5796,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5797,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5798,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5799,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5800,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5801,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5802,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5803,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5804,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5805,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5806,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5807,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5808,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5809,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5810,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5811,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5812,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5813,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5814,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5815,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5816,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5817,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5818,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5819,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5820,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5821,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5822,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5823,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5824,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5825,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5826,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5827,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5828,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5829,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5830,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5831,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5832,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5833,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5834,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5835,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5836,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5837,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5838,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5839,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5840,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5841,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5842,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5843,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5844,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5845,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5846,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5847,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5848,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5849,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5850,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5851,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5852,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5853,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5854,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5855,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5856,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5857,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5858,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5859,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5860,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5861,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5862,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5863,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5864,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5865,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5866,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5867,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5868,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5869,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5870,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5871,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5872,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5873,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5874,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5875,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5876,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5877,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5878,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5879,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5880,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5881,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5882,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5883,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5884,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5885,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5886,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5887,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5888,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5889,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5890,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5891,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5892,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5893,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5894,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5895,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5896,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5897,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5898,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5899,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5900,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5901,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5902,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5903,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5904,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5905,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5906,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5907,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5908,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5909,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5910,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5911,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5912,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5913,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5914,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5915,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5916,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5917,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5918,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5919,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5920,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5921,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5922,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5923,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5924,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5925,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5926,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5927,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5928,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5929,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5930,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5931,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5932,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5933,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5934,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5935,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5936,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5937,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5938,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5939,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5940,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5941,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5942,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5943,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5944,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5945,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5946,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5947,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5948,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5949,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5950,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5951,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5952,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5953,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5954,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5955,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5956,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5957,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5958,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5959,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5960,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5961,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5962,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
5963,7,10,Verona,7,Cipollino_Verde,Greece_And_Aegean,Polychrome,10,Corte_Sgarzarie,-50,75,Decoration from the Capitolium
